source,record_id,issue_type,field,value,detail
Google Places,ChIJ3T_cHQDHhkcRfMoTIfhHmwM,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3T_cHQDHhkcRfMoTIfhHmwM,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3Uk3wQXHhkcRch_GvnAasOw,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3Uo8awC_hkcR0TdfeamSgF8,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3YeXEQDHhkcRFlGfGIMY5kY,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3Yga0EW5hkcRo7j3vrYrrgo,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3Ywc_gfBhkcRuPoLubbC-hA,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3_ZvcevHhkcRiOxZ3qMx3uQ,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3_ZvcevHhkcRiOxZ3qMx3uQ,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3_fJu0_DhkcR_CAvGaVTJ5E,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3aE2q5LFhkcRT1tl1d8NmU0,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3aE2q5LFhkcRT1tl1d8NmU0,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3aa_K83FhkcRzrFXYqpnakU,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3anXhwzEhkcRhLjZ2zirs-o,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3bBtdADHhkcRjMlwbpae08k,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3bBtdADHhkcRjMlwbpae08k,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3bSbegDBhkcRVCYJIH62FpY,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3bu0-pTBhkcRVOw8nDL1Ris,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3bvxZADBhkcRmtWylE51nXo,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3bvxZADBhkcRmtWylE51nXo,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3cYBxyTEhkcRn4q5QekbHMc,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3dK_HwDFhkcRg87rVz4m0gg,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3e8HgHC_hkcRd7jfh2QiXGI,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3e8HgHC_hkcRd7jfh2QiXGI,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3efZl7bHhkcR7DzosSKbdQg,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3efZl7bHhkcR7DzosSKbdQg,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ3y7R2wLBhkcRT0_Ad23R8fM,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ3z8WZdjHhkcRTEOxZ1Xw_hc,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4-aPRojHhkcR6dJmJ4QBO18,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJ41STf7bBhkcRqQ7VnP_tlow,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ41STf7bBhkcRqQ7VnP_tlow,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ42-YwtfGhkcRu4IXpQY1QQY,low_review_count,review_count,17,Review count is below 20; ratings are less reliable.
Google Places,ChIJ42fEUdHFhkcR94MUC8wo6cc,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ42fEUdHFhkcR94MUC8wo6cc,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ46icPQDDhkcR8YX5diyVs9o,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ46v1RrjghkcRctEBvhqQfZE,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ47Sa8UTHhkcRKPmVENS_EvI,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ47Sa8UTHhkcRKPmVENS_EvI,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ47YBLCLEhkcR3rT6zbG3beY,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ47ur02TrhkcRr9Ah45KcGDA,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJ48-Z_ajGhkcRJEr8gDau7Yc,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ48XLEgDBhkcRlpwGoBVTJYs,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4S3e6-nGhkcR_KtgiQW_3bA,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4S3e6-nGhkcR_KtgiQW_3bA,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4SAx7B_BhkcRYctmKNNBaHU,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4SAx7B_BhkcRYctmKNNBaHU,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4TONIwrEhkcRL6XN51PlxSA,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4TQrdUvHhkcRG0yWuW3JSZw,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4TQvaMvHhkcRO_SL7CmHRoo,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4UF8rh_EhkcRUP8PrJFGnK0,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4VfgWnXBhkcRjaRC0usNBuo,low_review_count,review_count,15,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4VkWAa_GhkcRttnUGHgXnGs,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4X67z2zBhkcRoFD30qzulFc,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4X67z2zBhkcRoFD30qzulFc,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4XJ7kjnBhkcR5ma4Ob1hkEk,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4YiZQlfGhkcRrkgwK8IikR8,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4Yl3NFLdhkcRYnIS1QTilAE,low_review_count,review_count,19,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4YzFbFXBhkcRoR2R-E_3ZPc,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4ZJZawDBhkcRW6G5ubNkgIw,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4ZJZawDBhkcRW6G5ubNkgIw,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4_st80HFhkcRUbXG0fktoc4,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4auaF0XDhkcRP2wy8siuVzE,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4bf9BJvBhkcRVvViBSpaeSs,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4cVoMKPHhkcRYuiy97DOVIU,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4dfOLDrBhkcRcd0WNnZZ5qM,low_review_count,review_count,6,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4dzcbADDhkcR088n1Um2ls8,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4e-kCADBhkcRkrXWv8PfcyE,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4e2oly3PhkcRrlTlqDYYTO0,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4eSNb0nHhkcRwt3YxcRho1Q,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4eSNb0nHhkcRwt3YxcRho1Q,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4f5M2JzBhkcRIYwem5PGmNA,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4f5M2JzBhkcRIYwem5PGmNA,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4fF15STHhkcRRxjBF_-loDw,low_review_count,review_count,10,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4wUcNgDHhkcRMdSnLtPk8a8,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4wUcNgDHhkcRMdSnLtPk8a8,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ4y2YixjHhkcRJg7P21T6Reo,low_review_count,review_count,11,Review count is below 20; ratings are less reliable.
Google Places,ChIJ4y8cH7rDhkcRylwEFkIiWdo,low_review_count,review_count,16,Review count is below 20; ratings are less reliable.
Google Places,ChIJ51KoQWnrhkcRVQXSzCgsXfY,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ51jjRMjHhkcRWXmauuoo-zY,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ51jjRMjHhkcRWXmauuoo-zY,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ52y4cwDDhkcRJrLPNigMXqc,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ537RQgDDhkcRmtuvSYCPau8,low_review_count,review_count,5,Review count is below 20; ratings are less reliable.
Google Places,ChIJ55NpqZ3FhkcRYCfkDvLk37E,low_review_count,review_count,3,Review count is below 20; ratings are less reliable.
Google Places,ChIJ55alegDFhkcR7B7vm67bcoY,low_review_count,review_count,16,Review count is below 20; ratings are less reliable.
Google Places,ChIJ57575fjHhkcRUM7kWvttPag,low_review_count,review_count,7,Review count is below 20; ratings are less reliable.
Google Places,ChIJ57GviVfFhkcRSJQNdF9hm0g,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ57GviVfFhkcRSJQNdF9hm0g,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ57RVILXGhkcRWQ71KEXf9_U,low_review_count,review_count,4,Review count is below 20; ratings are less reliable.
Google Places,ChIJ58FGCwDBhkcRdLYT0LmLqhQ,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ58zRVmPBhkcRGRdNcq_KxTE,low_review_count,review_count,8,Review count is below 20; ratings are less reliable.
Google Places,ChIJ592D03-4hkcRCsm5mZsNu0k,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ592D03-4hkcRCsm5mZsNu0k,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ59QjSwDHhkcRcYWtrTb851g,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ59QjSwDHhkcRcYWtrTb851g,missing_critical_field,review_count,,Critical field is missing after source-specific missing-value normalization.
Google Places,ChIJ59jDf-bBhkcReucKyXzrcPA,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5Qi6tALFhkcRpVK1dfQvmQQ,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5RajIhfFhkcRevqVwPjbYoA,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5RkOFgDFhkcR_A6CqcuYcqY,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5SOn6c7DhkcRWgyVDSyMK2Q,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5S_OanfAhkcRbmoF0dJEDhs,low_review_count,review_count,2,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5Ui7AtvBhkcRYLVWuL89sNg,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5Wp01v3DhkcRelhzjWw3mnc,low_review_count,review_count,13,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5Y1KWQDFhkcRkMW_Jvm109Q,low_review_count,review_count,12,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5Y6nvbLHhkcRbl3-LC6eC-U,low_review_count,review_count,14,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5YDzUfvDhkcRgNmetWqOohM,low_review_count,review_count,9,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5YsnHADFhkcRSvEwF-kWdD8,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5ZGcihXBhkcRjyAJwsHFHWs,low_review_count,review_count,18,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5_aSfGbHhkcR4UH3xtvIWtU,low_review_count,review_count,1,Review count is below 20; ratings are less reliable.
Google Places,ChIJ5bD_mUbBhkcR62EaltQih9g,missing_critical_field,rating,,Critical field is missing after source-specific missing-value normalization.
